question,answer
How can I apply for a new connection? Please help.,Visit the official discom website and apply online. Use the app.
How can I apply for a new connection? Explain.,"Visit the official discom website and apply online. For more info, visit our website."
How to update my mobile number in records? Urgent!,"You can update it online through the customer portal. For more info, visit our website."
What should I do during a power outage?,Report the outage through the Bijli Mitra app. Use the app.
How can I apply for a new connection? Need info.,Visit the official discom website and apply online. Thank you.
How can I apply for a new connection? Please help.,Visit the official discom website and apply online. Stay informed.
How can I apply for a new connection?,Visit the official discom website and apply online. Stay informed.
What should I do during a power outage? Please help.,"Report the outage through the Bijli Mitra app. For more info, visit our website."
Why is my electricity bill so high?,"High usage or faulty meter could be the reason. For more info, visit our website."
How can I apply for a new connection? Need info.,Visit the official discom website and apply online. Use the app.
Why is my electricity bill so high?,High usage or faulty meter could be the reason. Use the app.
What should I do during a power outage? Explain.,Report the outage through the Bijli Mitra app. Use the app.
What should I do during a power outage? Explain.,"Report the outage through the Bijli Mitra app. For more info, visit our website."
How can I apply for a new connection? Urgent!,Visit the official discom website and apply online. Stay informed.
What should I do during a power outage? Urgent!,"Report the outage through the Bijli Mitra app. For more info, visit our website."
How can I apply for a new connection? Need info.,Visit the official discom website and apply online. Thank you.
How to update my mobile number in records? Need info.,You can update it online through the customer portal. Use the app.
